date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2026-06-30,824819,9,Chicago White Sox,Baltimore Orioles,3,Chicago White Sox,Baltimore Orioles,9,3
2026-06-30,824418,4,Texas Rangers,Cleveland Guardians,2,Texas Rangers,Cleveland Guardians,4,2
2026-06-30,823445,0,Pittsburgh Pirates,Philadelphia Phillies,8,Philadelphia Phillies,Pittsburgh Pirates,8,0
2026-06-30,823528,9,Detroit Tigers,New York Yankees,3,Detroit Tigers,New York Yankees,9,3
2026-06-30,822793,3,New York Mets,Toronto Blue Jays,0,New York Mets,Toronto Blue Jays,3,0
2026-06-30,824742,8,Washington Nationals,Boston Red Sox,1,Washington Nationals,Boston Red Sox,8,1
2026-06-30,824907,5,St. Louis Cardinals,Atlanta Braves,3,St. Louis Cardinals,Atlanta Braves,5,3
2026-06-30,824096,10,Tampa Bay Rays,Kansas City Royals,4,Tampa Bay Rays,Kansas City Royals,10,4
2026-06-30,823768,2,Cincinnati Reds,Milwaukee Brewers,7,Milwaukee Brewers,Cincinnati Reds,7,2
2026-06-30,824661,7,San Diego Padres,Chicago Cubs,9,Chicago Cubs,San Diego Padres,9,7
2026-06-30,824175,4,Minnesota Twins,Houston Astros,6,Houston Astros,Minnesota Twins,6,4
2026-06-30,824338,14,Miami Marlins,Colorado Rockies,3,Miami Marlins,Colorado Rockies,14,3
2026-06-30,824984,9,Los Angeles Dodgers,Athletics,3,Los Angeles Dodgers,Athletics,9,3
2026-06-30,823122,3,Los Angeles Angels,Seattle Mariners,8,Seattle Mariners,Los Angeles Angels,8,3
2026-06-30,825066,2,San Francisco Giants,Arizona Diamondbacks,8,Arizona Diamondbacks,San Francisco Giants,8,2
2026-07-01,824818,1,Chicago White Sox,Baltimore Orioles,6,Baltimore Orioles,Chicago White Sox,6,1
2026-07-01,824419,4,Texas Rangers,Cleveland Guardians,9,Cleveland Guardians,Texas Rangers,9,4
2026-07-01,824740,10,Washington Nationals,Boston Red Sox,2,Washington Nationals,Boston Red Sox,10,2
2026-07-01,823530,6,Detroit Tigers,New York Yankees,2,Detroit Tigers,New York Yankees,6,2
2026-07-01,824660,3,San Diego Padres,Chicago Cubs,23,Chicago Cubs,San Diego Padres,23,3
2026-07-01,822791,3,New York Mets,Toronto Blue Jays,9,Toronto Blue Jays,New York Mets,9,3
2026-07-01,823446,6,Pittsburgh Pirates,Philadelphia Phillies,10,Philadelphia Phillies,Pittsburgh Pirates,10,6
2026-07-01,824905,1,St. Louis Cardinals,Atlanta Braves,5,Atlanta Braves,St. Louis Cardinals,5,1
2026-07-01,824094,4,Tampa Bay Rays,Kansas City Royals,0,Tampa Bay Rays,Kansas City Royals,4,0
2026-07-01,824174,8,Minnesota Twins,Houston Astros,3,Minnesota Twins,Houston Astros,8,3
2026-07-01,823767,2,Cincinnati Reds,Milwaukee Brewers,4,Milwaukee Brewers,Cincinnati Reds,4,2
2026-07-01,824337,3,Miami Marlins,Colorado Rockies,6,Colorado Rockies,Miami Marlins,6,3
2026-07-01,824985,1,Los Angeles Dodgers,Athletics,7,Athletics,Los Angeles Dodgers,7,1
2026-07-01,825064,6,San Francisco Giants,Arizona Diamondbacks,4,San Francisco Giants,Arizona Diamondbacks,6,4
2026-07-02,823442,6,Pittsburgh Pirates,Philadelphia Phillies,1,Pittsburgh Pirates,Philadelphia Phillies,6,1
2026-07-02,823765,7,Cincinnati Reds,Milwaukee Brewers,2,Cincinnati Reds,Milwaukee Brewers,7,2
2026-07-02,824335,4,Miami Marlins,Colorado Rockies,14,Colorado Rockies,Miami Marlins,14,4
2026-07-02,824416,5,Chicago White Sox,Cleveland Guardians,6,Cleveland Guardians,Chicago White Sox,6,5
2026-07-02,824906,11,St. Louis Cardinals,Atlanta Braves,5,St. Louis Cardinals,Atlanta Braves,11,5
2026-07-02,824093,5,Tampa Bay Rays,Kansas City Royals,2,Tampa Bay Rays,Kansas City Royals,5,2
2026-07-02,822884,4,Detroit Tigers,Texas Rangers,10,Texas Rangers,Detroit Tigers,10,4
2026-07-02,823119,0,Los Angeles Angels,Seattle Mariners,1,Seattle Mariners,Los Angeles Angels,1,0
2026-07-02,823935,7,San Diego Padres,Los Angeles Dodgers,12,Los Angeles Dodgers,San Diego Padres,12,7
2026-07-03,824659,17,St. Louis Cardinals,Chicago Cubs,1,St. Louis Cardinals,Chicago Cubs,17,1
2026-07-03,822714,5,Pittsburgh Pirates,Washington Nationals,9,Washington Nationals,Pittsburgh Pirates,9,5
2026-07-03,823527,2,Minnesota Twins,New York Yankees,5,New York Yankees,Minnesota Twins,5,2
2026-07-03,824498,3,Baltimore Orioles,Cincinnati Reds,0,Baltimore Orioles,Cincinnati Reds,3,0
2026-07-03,824417,3,Chicago White Sox,Cleveland Guardians,4,Cleveland Guardians,Chicago White Sox,4,3
2026-07-03,824904,3,New York Mets,Atlanta Braves,5,Atlanta Braves,New York Mets,5,3
2026-07-03,824336,3,San Francisco Giants,Colorado Rockies,15,Colorado Rockies,San Francisco Giants,15,3
2026-07-03,824173,3,Tampa Bay Rays,Houston Astros,1,Tampa Bay Rays,Houston Astros,3,1
2026-07-03,824013,5,Boston Red Sox,Los Angeles Angels,2,Boston Red Sox,Los Angeles Angels,5,2
2026-07-03,824982,12,Miami Marlins,Athletics,5,Miami Marlins,Athletics,12,5
2026-07-03,825062,7,Milwaukee Brewers,Arizona Diamondbacks,4,Milwaukee Brewers,Arizona Diamondbacks,7,4
2026-07-03,823933,3,San Diego Padres,Los Angeles Dodgers,4,Los Angeles Dodgers,San Diego Padres,4,3
2026-07-03,823120,2,Toronto Blue Jays,Seattle Mariners,0,Toronto Blue Jays,Seattle Mariners,2,0
2026-07-04,822716,7,Pittsburgh Pirates,Washington Nationals,1,Pittsburgh Pirates,Washington Nationals,7,1
2026-07-04,823526,11,Minnesota Twins,New York Yankees,4,Minnesota Twins,New York Yankees,11,4
2026-07-04,822882,3,Detroit Tigers,Texas Rangers,0,Detroit Tigers,Texas Rangers,3,0
2026-07-04,823118,0,Toronto Blue Jays,Seattle Mariners,11,Seattle Mariners,Toronto Blue Jays,11,0
2026-07-04,824499,8,Baltimore Orioles,Cincinnati Reds,5,Baltimore Orioles,Cincinnati Reds,8,5
2026-07-04,824171,8,Tampa Bay Rays,Houston Astros,10,Houston Astros,Tampa Bay Rays,10,8
2026-07-04,824415,3,Chicago White Sox,Cleveland Guardians,1,Chicago White Sox,Cleveland Guardians,3,1
2026-07-04,824658,3,St. Louis Cardinals,Chicago Cubs,0,St. Louis Cardinals,Chicago Cubs,3,0
2026-07-04,824903,3,New York Mets,Atlanta Braves,14,Atlanta Braves,New York Mets,14,3
2026-07-04,824334,6,San Francisco Giants,Colorado Rockies,4,San Francisco Giants,Colorado Rockies,6,4
2026-07-04,824092,6,Philadelphia Phillies,Kansas City Royals,1,Philadelphia Phillies,Kansas City Royals,6,1
2026-07-04,824012,8,Boston Red Sox,Los Angeles Angels,1,Boston Red Sox,Los Angeles Angels,8,1
2026-07-04,824983,7,Miami Marlins,Athletics,2,Miami Marlins,Athletics,7,2
2026-07-04,825063,3,Milwaukee Brewers,Arizona Diamondbacks,4,Arizona Diamondbacks,Milwaukee Brewers,4,3
2026-07-04,823932,0,San Diego Padres,Los Angeles Dodgers,3,Los Angeles Dodgers,San Diego Padres,3,0
2026-07-05,824902,10,New York Mets,Atlanta Braves,9,New York Mets,Atlanta Braves,10,9
2026-07-05,822715,11,Pittsburgh Pirates,Washington Nationals,5,Pittsburgh Pirates,Washington Nationals,11,5
2026-07-05,824497,2,Baltimore Orioles,Cincinnati Reds,3,Cincinnati Reds,Baltimore Orioles,3,2
2026-07-05,823525,6,Minnesota Twins,New York Yankees,1,Minnesota Twins,New York Yankees,6,1
2026-07-05,824413,7,Chicago White Sox,Cleveland Guardians,6,Chicago White Sox,Cleveland Guardians,7,6
2026-07-05,824656,4,St. Louis Cardinals,Chicago Cubs,6,Chicago Cubs,St. Louis Cardinals,6,4
2026-07-05,824091,2,Philadelphia Phillies,Kansas City Royals,5,Kansas City Royals,Philadelphia Phillies,5,2
2026-07-05,824172,0,Tampa Bay Rays,Houston Astros,2,Houston Astros,Tampa Bay Rays,2,0
2026-07-05,822879,6,Detroit Tigers,Texas Rangers,3,Detroit Tigers,Texas Rangers,6,3
2026-07-05,824333,6,San Francisco Giants,Colorado Rockies,7,Colorado Rockies,San Francisco Giants,7,6
2026-07-05,825061,3,Milwaukee Brewers,Arizona Diamondbacks,2,Milwaukee Brewers,Arizona Diamondbacks,3,2
2026-07-05,824980,9,Miami Marlins,Athletics,8,Miami Marlins,Athletics,9,8
2026-07-05,823117,0,Toronto Blue Jays,Seattle Mariners,4,Seattle Mariners,Toronto Blue Jays,4,0
2026-07-05,823931,5,San Diego Padres,Los Angeles Dodgers,2,San Diego Padres,Los Angeles Dodgers,5,2
2026-07-05,824010,7,Boston Red Sox,Los Angeles Angels,5,Boston Red Sox,Los Angeles Angels,7,5
2026-07-06,824089,1,Philadelphia Phillies,Kansas City Royals,15,Kansas City Royals,Philadelphia Phillies,15,1
2026-07-06,822958,5,New York Yankees,Tampa Bay Rays,1,New York Yankees,Tampa Bay Rays,5,1
2026-07-06,822712,11,Houston Astros,Washington Nationals,12,Washington Nationals,Houston Astros,12,11
2026-07-06,824900,7,New York Mets,Atlanta Braves,6,New York Mets,Atlanta Braves,7,6
2026-07-06,823036,4,Milwaukee Brewers,St. Louis Cardinals,3,Milwaukee Brewers,St. Louis Cardinals,4,3
2026-07-06,823282,8,Arizona Diamondbacks,San Diego Padres,0,Arizona Diamondbacks,San Diego Padres,8,0
2026-07-06,823205,1,Toronto Blue Jays,San Francisco Giants,10,San Francisco Giants,Toronto Blue Jays,10,1
2026-07-06,823930,7,Colorado Rockies,Los Angeles Dodgers,8,Los Angeles Dodgers,Colorado Rockies,8,7
2026-07-07,823062,4,Milwaukee Brewers,St. Louis Cardinals,3,Milwaukee Brewers,St. Louis Cardinals,4,3
2026-07-07,823035,10,Milwaukee Brewers,St. Louis Cardinals,2,Milwaukee Brewers,St. Louis Cardinals,10,2
2026-07-07,824820,5,Chicago Cubs,Baltimore Orioles,2,Chicago Cubs,Baltimore Orioles,5,2
2026-07-07,824254,2,Athletics,Detroit Tigers,6,Detroit Tigers,Athletics,6,2
2026-07-07,823361,4,Atlanta Braves,Pittsburgh Pirates,12,Pittsburgh Pirates,Atlanta Braves,12,4
2026-07-07,823847,5,Seattle Mariners,Miami Marlins,6,Miami Marlins,Seattle Mariners,6,5
2026-07-07,822956,4,New York Yankees,Tampa Bay Rays,6,Tampa Bay Rays,New York Yankees,6,4
2026-07-07,822713,6,Houston Astros,Washington Nationals,3,Houston Astros,Washington Nationals,6,3
2026-07-07,823607,16,Kansas City Royals,New York Mets,12,Kansas City Royals,New York Mets,16,12
2026-07-07,824495,4,Philadelphia Phillies,Cincinnati Reds,1,Philadelphia Phillies,Cincinnati Reds,4,1
2026-07-07,823687,1,Cleveland Guardians,Minnesota Twins,3,Minnesota Twins,Cleveland Guardians,3,1
2026-07-07,824579,8,Boston Red Sox,Chicago White Sox,1,Boston Red Sox,Chicago White Sox,8,1
2026-07-07,822881,3,Los Angeles Angels,Texas Rangers,8,Texas Rangers,Los Angeles Angels,8,3
2026-07-07,823280,1,Arizona Diamondbacks,San Diego Padres,4,San Diego Padres,Arizona Diamondbacks,4,1
2026-07-07,823203,9,Toronto Blue Jays,San Francisco Giants,3,Toronto Blue Jays,San Francisco Giants,9,3
2026-07-07,823929,4,Colorado Rockies,Los Angeles Dodgers,3,Colorado Rockies,Los Angeles Dodgers,4,3
2026-07-08,823202,10,Toronto Blue Jays,San Francisco Giants,0,Toronto Blue Jays,San Francisco Giants,10,0
2026-07-08,824815,9,Chicago Cubs,Baltimore Orioles,7,Chicago Cubs,Baltimore Orioles,9,7
2026-07-08,824253,1,Athletics,Detroit Tigers,6,Detroit Tigers,Athletics,6,1
2026-07-08,823360,3,Atlanta Braves,Pittsburgh Pirates,0,Atlanta Braves,Pittsburgh Pirates,3,0
2026-07-08,823848,0,Seattle Mariners,Miami Marlins,2,Miami Marlins,Seattle Mariners,2,0
2026-07-08,822957,0,New York Yankees,Tampa Bay Rays,3,Tampa Bay Rays,New York Yankees,3,0
2026-07-08,822710,2,Houston Astros,Washington Nationals,8,Washington Nationals,Houston Astros,8,2
2026-07-08,823605,2,Kansas City Royals,New York Mets,6,New York Mets,Kansas City Royals,6,2
2026-07-08,824496,5,Philadelphia Phillies,Cincinnati Reds,11,Cincinnati Reds,Philadelphia Phillies,11,5
2026-07-08,823684,5,Cleveland Guardians,Minnesota Twins,6,Minnesota Twins,Cleveland Guardians,6,5
2026-07-08,824578,5,Boston Red Sox,Chicago White Sox,0,Boston Red Sox,Chicago White Sox,5,0
2026-07-08,823032,1,Milwaukee Brewers,St. Louis Cardinals,5,St. Louis Cardinals,Milwaukee Brewers,5,1
2026-07-08,822880,13,Los Angeles Angels,Texas Rangers,1,Los Angeles Angels,Texas Rangers,13,1
2026-07-08,823928,3,Colorado Rockies,Los Angeles Dodgers,4,Los Angeles Dodgers,Colorado Rockies,4,3
2026-07-08,823279,4,Arizona Diamondbacks,San Diego Padres,10,San Diego Padres,Arizona Diamondbacks,10,4
2026-07-09,823359,10,Atlanta Braves,Pittsburgh Pirates,5,Atlanta Braves,Pittsburgh Pirates,10,5
2026-07-09,823606,3,Kansas City Royals,New York Mets,7,New York Mets,Kansas City Royals,7,3
2026-07-09,822954,12,New York Yankees,Tampa Bay Rays,4,New York Yankees,Tampa Bay Rays,12,4
2026-07-09,824816,2,Chicago Cubs,Baltimore Orioles,3,Baltimore Orioles,Chicago Cubs,3,2
2026-07-09,823683,5,Cleveland Guardians,Minnesota Twins,2,Cleveland Guardians,Minnesota Twins,5,2
2026-07-09,824577,2,Boston Red Sox,Chicago White Sox,1,Boston Red Sox,Chicago White Sox,2,1
2026-07-09,824251,1,Athletics,Detroit Tigers,4,Detroit Tigers,Athletics,4,1
2026-07-09,823846,4,Seattle Mariners,Miami Marlins,8,Miami Marlins,Seattle Mariners,8,4
2026-07-09,824494,1,Philadelphia Phillies,Cincinnati Reds,0,Philadelphia Phillies,Cincinnati Reds,1,0
2026-07-09,823034,8,Milwaukee Brewers,St. Louis Cardinals,4,Milwaukee Brewers,St. Louis Cardinals,8,4
2026-07-09,822877,6,Los Angeles Angels,Texas Rangers,7,Texas Rangers,Los Angeles Angels,7,6
2026-07-09,823277,3,Arizona Diamondbacks,San Diego Padres,1,Arizona Diamondbacks,San Diego Padres,3,1
2026-07-09,823201,2,Colorado Rockies,San Francisco Giants,8,San Francisco Giants,Colorado Rockies,8,2
2026-07-10,824252,2,Philadelphia Phillies,Detroit Tigers,10,Detroit Tigers,Philadelphia Phillies,10,2
2026-07-10,822709,5,New York Yankees,Washington Nationals,3,New York Yankees,Washington Nationals,5,3
2026-07-10,824817,3,Kansas City Royals,Baltimore Orioles,5,Baltimore Orioles,Kansas City Royals,5,3
2026-07-10,824493,0,Chicago Cubs,Cincinnati Reds,4,Cincinnati Reds,Chicago Cubs,4,0
2026-07-10,822955,2,Seattle Mariners,Tampa Bay Rays,7,Tampa Bay Rays,Seattle Mariners,7,2
2026-07-10,823845,3,Cleveland Guardians,Miami Marlins,2,Cleveland Guardians,Miami Marlins,3,2
2026-07-10,823604,6,Boston Red Sox,New York Mets,2,Boston Red Sox,New York Mets,6,2
2026-07-10,824575,1,Athletics,Chicago White Sox,14,Chicago White Sox,Athletics,14,1
2026-07-10,822878,3,Houston Astros,Texas Rangers,7,Texas Rangers,Houston Astros,7,3
2026-07-10,823685,4,Los Angeles Angels,Minnesota Twins,3,Los Angeles Angels,Minnesota Twins,4,3
2026-07-10,823033,1,Atlanta Braves,St. Louis Cardinals,2,St. Louis Cardinals,Atlanta Braves,2,1
2026-07-10,823278,5,Toronto Blue Jays,San Diego Padres,3,Toronto Blue Jays,San Diego Padres,5,3
2026-07-10,823927,9,Arizona Diamondbacks,Los Angeles Dodgers,3,Arizona Diamondbacks,Los Angeles Dodgers,9,3
2026-07-10,823200,4,Colorado Rockies,San Francisco Giants,3,Colorado Rockies,San Francisco Giants,4,3
2026-07-11,823357,6,Milwaukee Brewers,Pittsburgh Pirates,7,Pittsburgh Pirates,Milwaukee Brewers,7,6
2026-07-11,823356,2,Milwaukee Brewers,Pittsburgh Pirates,3,Pittsburgh Pirates,Milwaukee Brewers,3,2
2026-07-11,823682,3,Los Angeles Angels,Minnesota Twins,5,Minnesota Twins,Los Angeles Angels,5,3
2026-07-11,824576,0,Athletics,Chicago White Sox,1,Chicago White Sox,Athletics,1,0
2026-07-11,823198,2,Colorado Rockies,San Francisco Giants,4,San Francisco Giants,Colorado Rockies,4,2
2026-07-11,822711,4,New York Yankees,Washington Nationals,2,New York Yankees,Washington Nationals,4,2
2026-07-11,823603,4,Boston Red Sox,New York Mets,0,Boston Red Sox,New York Mets,4,0
2026-07-11,822953,1,Seattle Mariners,Tampa Bay Rays,6,Tampa Bay Rays,Seattle Mariners,6,1
2026-07-11,823844,4,Cleveland Guardians,Miami Marlins,1,Cleveland Guardians,Miami Marlins,4,1
2026-07-11,824249,4,Philadelphia Phillies,Detroit Tigers,2,Philadelphia Phillies,Detroit Tigers,4,2
2026-07-11,824813,1,Kansas City Royals,Baltimore Orioles,6,Baltimore Orioles,Kansas City Royals,6,1
2026-07-11,822875,9,Houston Astros,Texas Rangers,3,Houston Astros,Texas Rangers,9,3
2026-07-11,824492,5,Chicago Cubs,Cincinnati Reds,3,Chicago Cubs,Cincinnati Reds,5,3
2026-07-11,823030,1,Atlanta Braves,St. Louis Cardinals,4,St. Louis Cardinals,Atlanta Braves,4,1
2026-07-11,823276,7,Toronto Blue Jays,San Diego Padres,8,San Diego Padres,Toronto Blue Jays,8,7
2026-07-11,823926,9,Arizona Diamondbacks,Los Angeles Dodgers,2,Arizona Diamondbacks,Los Angeles Dodgers,9,2
2026-07-12,823358,5,Milwaukee Brewers,Pittsburgh Pirates,14,Pittsburgh Pirates,Milwaukee Brewers,14,5
2026-07-12,824814,2,Kansas City Royals,Baltimore Orioles,8,Baltimore Orioles,Kansas City Royals,8,2
2026-07-12,822708,5,New York Yankees,Washington Nationals,3,New York Yankees,Washington Nationals,5,3
2026-07-12,824491,8,Chicago Cubs,Cincinnati Reds,4,Chicago Cubs,Cincinnati Reds,8,4
2026-07-12,823602,3,Boston Red Sox,New York Mets,2,Boston Red Sox,New York Mets,3,2
2026-07-12,822951,8,Seattle Mariners,Tampa Bay Rays,2,Seattle Mariners,Tampa Bay Rays,8,2
2026-07-12,824250,5,Philadelphia Phillies,Detroit Tigers,0,Philadelphia Phillies,Detroit Tigers,5,0
2026-07-12,823842,5,Cleveland Guardians,Miami Marlins,2,Cleveland Guardians,Miami Marlins,5,2
2026-07-12,823681,2,Los Angeles Angels,Minnesota Twins,4,Minnesota Twins,Los Angeles Angels,4,2
2026-07-12,824574,1,Athletics,Chicago White Sox,9,Chicago White Sox,Athletics,9,1
2026-07-12,823029,4,Atlanta Braves,St. Louis Cardinals,3,Atlanta Braves,St. Louis Cardinals,4,3
2026-07-12,822876,5,Houston Astros,Texas Rangers,6,Texas Rangers,Houston Astros,6,5
2026-07-12,823199,1,Colorado Rockies,San Francisco Giants,3,San Francisco Giants,Colorado Rockies,3,1
2026-07-12,823925,5,Arizona Diamondbacks,Los Angeles Dodgers,3,Arizona Diamondbacks,Los Angeles Dodgers,5,3
2026-07-12,823274,4,Toronto Blue Jays,San Diego Padres,5,San Diego Padres,Toronto Blue Jays,5,4
2026-07-16,823440,4,New York Mets,Philadelphia Phillies,1,New York Mets,Philadelphia Phillies,4,1
2026-07-17,824766,0,Tampa Bay Rays,Boston Red Sox,10,Boston Red Sox,Tampa Bay Rays,10,0
2026-07-17,824737,3,Tampa Bay Rays,Boston Red Sox,5,Boston Red Sox,Tampa Bay Rays,5,3
2026-07-17,823524,2,Los Angeles Dodgers,New York Yankees,1,Los Angeles Dodgers,New York Yankees,2,1
2026-07-17,824901,1,Texas Rangers,Atlanta Braves,15,Atlanta Braves,Texas Rangers,15,1
2026-07-17,822789,12,Chicago White Sox,Toronto Blue Jays,4,Chicago White Sox,Toronto Blue Jays,12,4
2026-07-17,823766,1,Miami Marlins,Milwaukee Brewers,2,Milwaukee Brewers,Miami Marlins,2,1
2026-07-17,824655,5,Minnesota Twins,Chicago Cubs,2,Minnesota Twins,Chicago Cubs,5,2
2026-07-17,824170,3,Baltimore Orioles,Houston Astros,2,Baltimore Orioles,Houston Astros,3,2
2026-07-17,824090,6,San Diego Padres,Kansas City Royals,7,Kansas City Royals,San Diego Padres,7,6
2026-07-17,824332,7,Cincinnati Reds,Colorado Rockies,2,Cincinnati Reds,Colorado Rockies,7,2
2026-07-17,824009,2,Detroit Tigers,Los Angeles Angels,1,Detroit Tigers,Los Angeles Angels,2,1
2026-07-17,824981,23,Washington Nationals,Athletics,4,Washington Nationals,Athletics,23,4
2026-07-17,825060,5,St. Louis Cardinals,Arizona Diamondbacks,4,St. Louis Cardinals,Arizona Diamondbacks,5,4
2026-07-17,823115,7,San Francisco Giants,Seattle Mariners,0,San Francisco Giants,Seattle Mariners,7,0
2026-07-18,824414,7,Pittsburgh Pirates,Cleveland Guardians,1,Pittsburgh Pirates,Cleveland Guardians,7,1
2026-07-18,824412,3,Pittsburgh Pirates,Cleveland Guardians,5,Cleveland Guardians,Pittsburgh Pirates,5,3
2026-07-18,824657,2,Minnesota Twins,Chicago Cubs,6,Chicago Cubs,Minnesota Twins,6,2
2026-07-18,823441,1,New York Mets,Philadelphia Phillies,6,Philadelphia Phillies,New York Mets,6,1
2026-07-18,822790,0,Chicago White Sox,Toronto Blue Jays,1,Toronto Blue Jays,Chicago White Sox,1,0
2026-07-18,824331,3,Cincinnati Reds,Colorado Rockies,10,Colorado Rockies,Cincinnati Reds,10,3
2026-07-18,824169,4,Baltimore Orioles,Houston Astros,2,Baltimore Orioles,Houston Astros,4,2
2026-07-18,824088,1,San Diego Padres,Kansas City Royals,6,Kansas City Royals,San Diego Padres,6,1
2026-07-18,825059,3,St. Louis Cardinals,Arizona Diamondbacks,5,Arizona Diamondbacks,St. Louis Cardinals,5,3
2026-07-18,824738,6,Tampa Bay Rays,Boston Red Sox,7,Boston Red Sox,Tampa Bay Rays,7,6
2026-07-18,824899,7,Texas Rangers,Atlanta Braves,6,Texas Rangers,Atlanta Braves,7,6
2026-07-18,823763,6,Miami Marlins,Milwaukee Brewers,8,Milwaukee Brewers,Miami Marlins,8,6
2026-07-18,823116,3,San Francisco Giants,Seattle Mariners,4,Seattle Mariners,San Francisco Giants,4,3
2026-07-18,824979,1,Washington Nationals,Athletics,15,Athletics,Washington Nationals,15,1
2026-07-18,824008,7,Detroit Tigers,Los Angeles Angels,0,Detroit Tigers,Los Angeles Angels,7,0
2026-07-19,822786,3,Chicago White Sox,Toronto Blue Jays,0,Chicago White Sox,Toronto Blue Jays,3,0
2026-07-19,823523,8,Los Angeles Dodgers,New York Yankees,2,Los Angeles Dodgers,New York Yankees,8,2
2026-07-19,823521,1,Los Angeles Dodgers,New York Yankees,2,New York Yankees,Los Angeles Dodgers,2,1
2026-07-19,824739,1,Tampa Bay Rays,Boston Red Sox,6,Boston Red Sox,Tampa Bay Rays,6,1
2026-07-19,823439,6,New York Mets,Philadelphia Phillies,1,New York Mets,Philadelphia Phillies,6,1
2026-07-19,824897,5,Texas Rangers,Atlanta Braves,8,Atlanta Braves,Texas Rangers,8,5
2026-07-19,824411,7,Pittsburgh Pirates,Cleveland Guardians,1,Pittsburgh Pirates,Cleveland Guardians,7,1
2026-07-19,824168,5,Baltimore Orioles,Houston Astros,2,Baltimore Orioles,Houston Astros,5,2
2026-07-19,824086,19,San Diego Padres,Kansas City Royals,2,San Diego Padres,Kansas City Royals,19,2
2026-07-19,823764,1,Miami Marlins,Milwaukee Brewers,3,Milwaukee Brewers,Miami Marlins,3,1
2026-07-19,824653,1,Minnesota Twins,Chicago Cubs,10,Chicago Cubs,Minnesota Twins,10,1
2026-07-19,824330,9,Cincinnati Reds,Colorado Rockies,6,Cincinnati Reds,Colorado Rockies,9,6
2026-07-19,824978,5,Washington Nationals,Athletics,2,Washington Nationals,Athletics,5,2
2026-07-19,824007,2,Detroit Tigers,Los Angeles Angels,3,Los Angeles Angels,Detroit Tigers,3,2
2026-07-19,823113,3,San Francisco Giants,Seattle Mariners,6,Seattle Mariners,San Francisco Giants,6,3
2026-07-19,825057,7,St. Louis Cardinals,Arizona Diamondbacks,8,Arizona Diamondbacks,St. Louis Cardinals,8,7
2026-07-20,824410,4,Minnesota Twins,Cleveland Guardians,13,Cleveland Guardians,Minnesota Twins,13,4
2026-07-20,823522,5,Pittsburgh Pirates,New York Yankees,8,New York Yankees,Pittsburgh Pirates,8,5
2026-07-20,822788,7,Tampa Bay Rays,Toronto Blue Jays,1,Tampa Bay Rays,Toronto Blue Jays,7,1
2026-07-20,824736,5,Baltimore Orioles,Boston Red Sox,6,Boston Red Sox,Baltimore Orioles,6,5
2026-07-20,823436,7,Los Angeles Dodgers,Philadelphia Phillies,10,Philadelphia Phillies,Los Angeles Dodgers,10,7
2026-07-20,824898,2,San Diego Padres,Atlanta Braves,3,Atlanta Braves,San Diego Padres,3,2
2026-07-20,824087,3,San Francisco Giants,Kansas City Royals,4,Kansas City Royals,San Francisco Giants,4,3
2026-07-20,823762,3,New York Mets,Milwaukee Brewers,8,Milwaukee Brewers,New York Mets,8,3
2026-07-20,824654,8,Detroit Tigers,Chicago Cubs,6,Detroit Tigers,Chicago Cubs,8,6
2026-07-20,822874,10,Chicago White Sox,Texas Rangers,3,Chicago White Sox,Texas Rangers,10,3
2026-07-20,824167,5,Miami Marlins,Houston Astros,8,Houston Astros,Miami Marlins,8,5
2026-07-20,824328,7,Washington Nationals,Colorado Rockies,3,Washington Nationals,Colorado Rockies,7,3
2026-07-20,825058,5,Athletics,Arizona Diamondbacks,2,Athletics,Arizona Diamondbacks,5,2
2026-07-20,823112,0,Cincinnati Reds,Seattle Mariners,8,Seattle Mariners,Cincinnati Reds,8,0
2026-07-20,824006,2,St. Louis Cardinals,Los Angeles Angels,3,Los Angeles Angels,St. Louis Cardinals,3,2
2026-07-21,824409,2,Minnesota Twins,Cleveland Guardians,5,Cleveland Guardians,Minnesota Twins,5,2
2026-07-21,823437,2,Los Angeles Dodgers,Philadelphia Phillies,1,Los Angeles Dodgers,Philadelphia Phillies,2,1
2026-07-21,822787,12,Tampa Bay Rays,Toronto Blue Jays,2,Tampa Bay Rays,Toronto Blue Jays,12,2
2026-07-21,824895,8,San Diego Padres,Atlanta Braves,3,San Diego Padres,Atlanta Braves,8,3
2026-07-21,824085,2,San Francisco Giants,Kansas City Royals,3,Kansas City Royals,San Francisco Giants,3,2
2026-07-21,823760,4,New York Mets,Milwaukee Brewers,0,New York Mets,Milwaukee Brewers,4,0
2026-07-21,824652,2,Detroit Tigers,Chicago Cubs,11,Chicago Cubs,Detroit Tigers,11,2
2026-07-21,822871,0,Chicago White Sox,Texas Rangers,10,Texas Rangers,Chicago White Sox,10,0
2026-07-21,824165,3,Miami Marlins,Houston Astros,5,Houston Astros,Miami Marlins,5,3
2026-07-21,824329,7,Washington Nationals,Colorado Rockies,8,Colorado Rockies,Washington Nationals,8,7
2026-07-21,824005,1,St. Louis Cardinals,Los Angeles Angels,5,Los Angeles Angels,St. Louis Cardinals,5,1
2026-07-21,825056,5,Athletics,Arizona Diamondbacks,6,Arizona Diamondbacks,Athletics,6,5
2026-07-21,823114,4,Cincinnati Reds,Seattle Mariners,2,Cincinnati Reds,Seattle Mariners,4,2
