date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2026-06-10,824590,1,Atlanta Braves,Chicago White Sox,2,Chicago White Sox,Atlanta Braves,2,1
2026-06-10,824348,2,Chicago Cubs,Colorado Rockies,3,Colorado Rockies,Chicago Cubs,3,2
2026-06-10,824996,3,Milwaukee Brewers,Athletics,4,Athletics,Milwaukee Brewers,4,3
2026-06-10,824022,2,Houston Astros,Los Angeles Angels,3,Los Angeles Angels,Houston Astros,3,2
2026-06-11,823619,4,St. Louis Cardinals,New York Mets,5,New York Mets,St. Louis Cardinals,5,4
2026-06-11,824265,0,Minnesota Twins,Detroit Tigers,11,Detroit Tigers,Minnesota Twins,11,0
2026-06-11,823855,0,Arizona Diamondbacks,Miami Marlins,2,Miami Marlins,Arizona Diamondbacks,2,0
2026-06-11,824101,4,Texas Rangers,Kansas City Royals,2,Texas Rangers,Kansas City Royals,4,2
2026-06-11,824346,9,Chicago Cubs,Colorado Rockies,3,Chicago Cubs,Colorado Rockies,9,3
2026-06-11,823371,8,Los Angeles Dodgers,Pittsburgh Pirates,6,Los Angeles Dodgers,Pittsburgh Pirates,8,6
2026-06-11,824827,5,Seattle Mariners,Baltimore Orioles,7,Baltimore Orioles,Seattle Mariners,7,5
2026-06-12,823370,8,Miami Marlins,Pittsburgh Pirates,3,Miami Marlins,Pittsburgh Pirates,8,3
2026-06-12,822726,10,Seattle Mariners,Washington Nationals,2,Seattle Mariners,Washington Nationals,10,2
2026-06-12,824826,3,San Diego Padres,Baltimore Orioles,7,Baltimore Orioles,San Diego Padres,7,3
2026-06-12,824425,2,Detroit Tigers,Cleveland Guardians,3,Cleveland Guardians,Detroit Tigers,3,2
2026-06-12,824752,1,Texas Rangers,Boston Red Sox,10,Boston Red Sox,Texas Rangers,10,1
2026-06-12,824507,5,Arizona Diamondbacks,Cincinnati Reds,2,Arizona Diamondbacks,Cincinnati Reds,5,2
2026-06-12,823617,5,Atlanta Braves,New York Mets,7,New York Mets,Atlanta Braves,7,5
2026-06-12,822803,5,New York Yankees,Toronto Blue Jays,8,Toronto Blue Jays,New York Yankees,8,5
2026-06-12,824588,2,Los Angeles Dodgers,Chicago White Sox,8,Chicago White Sox,Los Angeles Dodgers,8,2
2026-06-12,823778,0,Philadelphia Phillies,Milwaukee Brewers,6,Milwaukee Brewers,Philadelphia Phillies,6,0
2026-06-12,824102,10,Houston Astros,Kansas City Royals,8,Houston Astros,Kansas City Royals,10,8
2026-06-12,823695,8,St. Louis Cardinals,Minnesota Twins,9,Minnesota Twins,St. Louis Cardinals,9,8
2026-06-12,824020,3,Tampa Bay Rays,Los Angeles Angels,4,Los Angeles Angels,Tampa Bay Rays,4,3
2026-06-12,824997,4,Colorado Rockies,Athletics,6,Athletics,Colorado Rockies,6,4
2026-06-12,823211,5,Chicago Cubs,San Francisco Giants,1,Chicago Cubs,San Francisco Giants,5,1
2026-06-13,823694,9,St. Louis Cardinals,Minnesota Twins,6,St. Louis Cardinals,Minnesota Twins,9,6
2026-06-13,822802,3,New York Yankees,Toronto Blue Jays,1,New York Yankees,Toronto Blue Jays,3,1
2026-06-13,824828,9,San Diego Padres,Baltimore Orioles,3,San Diego Padres,Baltimore Orioles,9,3
2026-06-13,822725,3,Seattle Mariners,Washington Nationals,8,Washington Nationals,Seattle Mariners,8,3
2026-06-13,823369,2,Miami Marlins,Pittsburgh Pirates,3,Pittsburgh Pirates,Miami Marlins,3,2
2026-06-13,824508,1,Arizona Diamondbacks,Cincinnati Reds,2,Cincinnati Reds,Arizona Diamondbacks,2,1
2026-06-13,824426,1,Detroit Tigers,Cleveland Guardians,3,Cleveland Guardians,Detroit Tigers,3,1
2026-06-13,824749,3,Texas Rangers,Boston Red Sox,6,Boston Red Sox,Texas Rangers,6,3
2026-06-13,823616,3,Atlanta Braves,New York Mets,1,Atlanta Braves,New York Mets,3,1
2026-06-13,824587,7,Los Angeles Dodgers,Chicago White Sox,1,Los Angeles Dodgers,Chicago White Sox,7,1
2026-06-13,824100,8,Houston Astros,Kansas City Royals,7,Houston Astros,Kansas City Royals,8,7
2026-06-13,823776,9,Philadelphia Phillies,Milwaukee Brewers,8,Philadelphia Phillies,Milwaukee Brewers,9,8
2026-06-13,824995,5,Colorado Rockies,Athletics,7,Athletics,Colorado Rockies,7,5
2026-06-13,823213,6,Chicago Cubs,San Francisco Giants,1,Chicago Cubs,San Francisco Giants,6,1
2026-06-13,824019,0,Tampa Bay Rays,Los Angeles Angels,8,Los Angeles Angels,Tampa Bay Rays,8,0
2026-06-14,823368,4,Miami Marlins,Pittsburgh Pirates,2,Miami Marlins,Pittsburgh Pirates,4,2
2026-06-14,824823,5,San Diego Padres,Baltimore Orioles,2,San Diego Padres,Baltimore Orioles,5,2
2026-06-14,822722,1,Seattle Mariners,Washington Nationals,10,Washington Nationals,Seattle Mariners,10,1
2026-06-14,822801,8,New York Yankees,Toronto Blue Jays,3,New York Yankees,Toronto Blue Jays,8,3
2026-06-14,824506,5,Arizona Diamondbacks,Cincinnati Reds,3,Arizona Diamondbacks,Cincinnati Reds,5,3
2026-06-14,823615,1,Atlanta Braves,New York Mets,8,New York Mets,Atlanta Braves,8,1
2026-06-14,824099,0,Houston Astros,Kansas City Royals,4,Kansas City Royals,Houston Astros,4,0
2026-06-14,823693,4,St. Louis Cardinals,Minnesota Twins,5,Minnesota Twins,St. Louis Cardinals,5,4
2026-06-14,824586,4,Los Angeles Dodgers,Chicago White Sox,6,Chicago White Sox,Los Angeles Dodgers,6,4
2026-06-14,823777,0,Philadelphia Phillies,Milwaukee Brewers,4,Milwaukee Brewers,Philadelphia Phillies,4,0
2026-06-14,824994,23,Colorado Rockies,Athletics,9,Colorado Rockies,Athletics,23,9
2026-06-14,823212,1,Chicago Cubs,San Francisco Giants,5,San Francisco Giants,Chicago Cubs,5,1
2026-06-14,824021,8,Tampa Bay Rays,Los Angeles Angels,3,Tampa Bay Rays,Los Angeles Angels,8,3
2026-06-14,824751,6,Texas Rangers,Boston Red Sox,4,Texas Rangers,Boston Red Sox,6,4
2026-06-15,823452,0,Miami Marlins,Philadelphia Phillies,7,Philadelphia Phillies,Miami Marlins,7,0
2026-06-15,822724,3,Kansas City Royals,Washington Nationals,7,Washington Nationals,Kansas City Royals,7,3
2026-06-15,824505,0,New York Mets,Cincinnati Reds,12,Cincinnati Reds,New York Mets,12,0
2026-06-15,823046,0,San Diego Padres,St. Louis Cardinals,3,St. Louis Cardinals,San Diego Padres,3,0
2026-06-15,824666,4,Colorado Rockies,Chicago Cubs,5,Chicago Cubs,Colorado Rockies,5,4
2026-06-15,822887,4,Minnesota Twins,Texas Rangers,2,Minnesota Twins,Texas Rangers,4,2
2026-06-15,824181,9,Detroit Tigers,Houston Astros,3,Detroit Tigers,Houston Astros,9,3
2026-06-15,825071,3,Los Angeles Angels,Arizona Diamondbacks,4,Arizona Diamondbacks,Los Angeles Angels,4,3
2026-06-15,824993,2,Pittsburgh Pirates,Athletics,11,Athletics,Pittsburgh Pirates,11,2
2026-06-15,823938,3,Tampa Bay Rays,Los Angeles Dodgers,4,Los Angeles Dodgers,Tampa Bay Rays,4,3
2026-06-16,823451,2,Miami Marlins,Philadelphia Phillies,8,Philadelphia Phillies,Miami Marlins,8,2
2026-06-16,822723,4,Kansas City Royals,Washington Nationals,6,Washington Nationals,Kansas City Royals,6,4
2026-06-16,824750,6,Toronto Blue Jays,Boston Red Sox,1,Toronto Blue Jays,Boston Red Sox,6,1
2026-06-16,823535,2,Chicago White Sox,New York Yankees,12,New York Yankees,Chicago White Sox,12,2
2026-06-16,824504,3,New York Mets,Cincinnati Reds,5,Cincinnati Reds,New York Mets,5,3
2026-06-16,824912,7,San Francisco Giants,Atlanta Braves,2,San Francisco Giants,Atlanta Braves,7,2
2026-06-16,823775,1,Cleveland Guardians,Milwaukee Brewers,2,Milwaukee Brewers,Cleveland Guardians,2,1
2026-06-16,823045,2,San Diego Padres,St. Louis Cardinals,3,St. Louis Cardinals,San Diego Padres,3,2
2026-06-16,824667,5,Colorado Rockies,Chicago Cubs,2,Colorado Rockies,Chicago Cubs,5,2
2026-06-16,822888,12,Minnesota Twins,Texas Rangers,2,Minnesota Twins,Texas Rangers,12,2
2026-06-16,824182,2,Detroit Tigers,Houston Astros,4,Houston Astros,Detroit Tigers,4,2
2026-06-16,825070,7,Los Angeles Angels,Arizona Diamondbacks,0,Los Angeles Angels,Arizona Diamondbacks,7,0
2026-06-16,824991,6,Pittsburgh Pirates,Athletics,5,Pittsburgh Pirates,Athletics,6,5
2026-06-16,823128,1,Baltimore Orioles,Seattle Mariners,3,Seattle Mariners,Baltimore Orioles,3,1
2026-06-16,823939,0,Tampa Bay Rays,Los Angeles Dodgers,1,Los Angeles Dodgers,Tampa Bay Rays,1,0
2026-06-17,824503,9,New York Mets,Cincinnati Reds,1,New York Mets,Cincinnati Reds,9,1
2026-06-17,822721,6,Kansas City Royals,Washington Nationals,2,Kansas City Royals,Washington Nationals,6,2
2026-06-17,823450,12,Miami Marlins,Philadelphia Phillies,4,Miami Marlins,Philadelphia Phillies,12,4
2026-06-17,824912,7,San Francisco Giants,Atlanta Braves,2,San Francisco Giants,Atlanta Braves,7,2
2026-06-17,824178,2,Detroit Tigers,Houston Astros,4,Houston Astros,Detroit Tigers,4,2
2026-06-17,823044,6,San Diego Padres,St. Louis Cardinals,1,San Diego Padres,St. Louis Cardinals,6,1
2026-06-17,823940,4,Tampa Bay Rays,Los Angeles Dodgers,5,Los Angeles Dodgers,Tampa Bay Rays,5,4
2026-06-17,825072,1,Los Angeles Angels,Arizona Diamondbacks,8,Arizona Diamondbacks,Los Angeles Angels,8,1
2026-06-17,824746,3,Toronto Blue Jays,Boston Red Sox,0,Toronto Blue Jays,Boston Red Sox,3,0
2026-06-17,823536,5,Chicago White Sox,New York Yankees,10,New York Yankees,Chicago White Sox,10,5
2026-06-17,824913,7,San Francisco Giants,Atlanta Braves,5,San Francisco Giants,Atlanta Braves,7,5
2026-06-17,823774,4,Cleveland Guardians,Milwaukee Brewers,9,Milwaukee Brewers,Cleveland Guardians,9,4
2026-06-17,824668,6,Colorado Rockies,Chicago Cubs,8,Chicago Cubs,Colorado Rockies,8,6
2026-06-17,824992,12,Pittsburgh Pirates,Athletics,4,Pittsburgh Pirates,Athletics,12,4
2026-06-17,823127,5,Baltimore Orioles,Seattle Mariners,3,Baltimore Orioles,Seattle Mariners,5,3
2026-06-18,824748,4,Toronto Blue Jays,Boston Red Sox,3,Toronto Blue Jays,Boston Red Sox,4,3
2026-06-18,823772,4,Cleveland Guardians,Milwaukee Brewers,2,Cleveland Guardians,Milwaukee Brewers,4,2
2026-06-18,822889,9,Minnesota Twins,Texas Rangers,3,Minnesota Twins,Texas Rangers,9,3
2026-06-18,823125,0,Baltimore Orioles,Seattle Mariners,3,Seattle Mariners,Baltimore Orioles,3,0
2026-06-18,823448,6,New York Mets,Philadelphia Phillies,4,New York Mets,Philadelphia Phillies,6,4
2026-06-18,823533,5,Chicago White Sox,New York Yankees,1,Chicago White Sox,New York Yankees,5,1
2026-06-18,824098,6,St. Louis Cardinals,Kansas City Royals,14,Kansas City Royals,St. Louis Cardinals,14,6
2026-06-18,824989,0,Los Angeles Angels,Athletics,5,Athletics,Los Angeles Angels,5,0
2026-06-19,824663,2,Toronto Blue Jays,Chicago Cubs,16,Chicago Cubs,Toronto Blue Jays,16,2
2026-06-19,824264,3,Chicago White Sox,Detroit Tigers,4,Detroit Tigers,Chicago White Sox,4,3
2026-06-19,823534,0,Cincinnati Reds,New York Yankees,5,New York Yankees,Cincinnati Reds,5,0
2026-06-19,822966,2,Washington Nationals,Tampa Bay Rays,5,Tampa Bay Rays,Washington Nationals,5,2
2026-06-19,823853,3,San Francisco Giants,Miami Marlins,4,Miami Marlins,San Francisco Giants,4,3
2026-06-19,824910,2,Milwaukee Brewers,Atlanta Braves,3,Atlanta Braves,Milwaukee Brewers,3,2
2026-06-19,822886,7,San Diego Padres,Texas Rangers,9,Texas Rangers,San Diego Padres,9,7
2026-06-19,824179,3,Cleveland Guardians,Houston Astros,9,Houston Astros,Cleveland Guardians,9,3
2026-06-19,824097,5,St. Louis Cardinals,Kansas City Royals,6,Kansas City Royals,St. Louis Cardinals,6,5
2026-06-19,824345,3,Pittsburgh Pirates,Colorado Rockies,4,Colorado Rockies,Pittsburgh Pirates,4,3
2026-06-19,824990,11,Los Angeles Angels,Athletics,12,Athletics,Los Angeles Angels,12,11
2026-06-19,825069,5,Minnesota Twins,Arizona Diamondbacks,9,Arizona Diamondbacks,Minnesota Twins,9,5
2026-06-19,823936,5,Baltimore Orioles,Los Angeles Dodgers,6,Los Angeles Dodgers,Baltimore Orioles,6,5
2026-06-19,823124,6,Boston Red Sox,Seattle Mariners,2,Boston Red Sox,Seattle Mariners,6,2
2026-06-20,824263,1,Chicago White Sox,Detroit Tigers,4,Detroit Tigers,Chicago White Sox,4,1
2026-06-20,823532,10,Cincinnati Reds,New York Yankees,2,Cincinnati Reds,New York Yankees,10,2
2026-06-20,824665,8,Toronto Blue Jays,Chicago Cubs,6,Toronto Blue Jays,Chicago Cubs,8,6
2026-06-20,822885,6,San Diego Padres,Texas Rangers,4,San Diego Padres,Texas Rangers,6,4
2026-06-20,822967,4,Washington Nationals,Tampa Bay Rays,3,Washington Nationals,Tampa Bay Rays,4,3
2026-06-20,823854,3,San Francisco Giants,Miami Marlins,6,Miami Marlins,San Francisco Giants,6,3
2026-06-20,824909,3,Milwaukee Brewers,Atlanta Braves,4,Atlanta Braves,Milwaukee Brewers,4,3
2026-06-20,824180,8,Cleveland Guardians,Houston Astros,1,Cleveland Guardians,Houston Astros,8,1
2026-06-20,823447,3,New York Mets,Philadelphia Phillies,15,Philadelphia Phillies,New York Mets,15,3
2026-06-20,824342,1,Pittsburgh Pirates,Colorado Rockies,2,Colorado Rockies,Pittsburgh Pirates,2,1
2026-06-20,824988,7,Los Angeles Angels,Athletics,0,Los Angeles Angels,Athletics,7,0
2026-06-20,823937,3,Baltimore Orioles,Los Angeles Dodgers,2,Baltimore Orioles,Los Angeles Dodgers,3,2
2026-06-20,823126,5,Boston Red Sox,Seattle Mariners,1,Boston Red Sox,Seattle Mariners,5,1
2026-06-20,825068,16,Minnesota Twins,Arizona Diamondbacks,8,Minnesota Twins,Arizona Diamondbacks,16,8
2026-06-21,823531,4,Cincinnati Reds,New York Yankees,1,Cincinnati Reds,New York Yankees,4,1
2026-06-21,824908,9,Milwaukee Brewers,Atlanta Braves,4,Milwaukee Brewers,Atlanta Braves,9,4
2026-06-21,822968,3,Washington Nationals,Tampa Bay Rays,4,Tampa Bay Rays,Washington Nationals,4,3
2026-06-21,824260,4,Chicago White Sox,Detroit Tigers,5,Detroit Tigers,Chicago White Sox,5,4
2026-06-21,823852,1,San Francisco Giants,Miami Marlins,2,Miami Marlins,San Francisco Giants,2,1
2026-06-21,824177,1,Cleveland Guardians,Houston Astros,2,Houston Astros,Cleveland Guardians,2,1
2026-06-21,824095,12,St. Louis Cardinals,Kansas City Royals,10,St. Louis Cardinals,Kansas City Royals,12,10
2026-06-21,822883,3,San Diego Padres,Texas Rangers,4,Texas Rangers,San Diego Padres,4,3
2026-06-21,824343,8,Pittsburgh Pirates,Colorado Rockies,6,Pittsburgh Pirates,Colorado Rockies,8,6
2026-06-21,825067,4,Minnesota Twins,Arizona Diamondbacks,2,Minnesota Twins,Arizona Diamondbacks,4,2
2026-06-21,824987,9,Los Angeles Angels,Athletics,7,Los Angeles Angels,Athletics,9,7
2026-06-21,823934,12,Baltimore Orioles,Los Angeles Dodgers,1,Baltimore Orioles,Los Angeles Dodgers,12,1
2026-06-21,823123,1,Boston Red Sox,Seattle Mariners,3,Seattle Mariners,Boston Red Sox,3,1
2026-06-21,823449,2,New York Mets,Philadelphia Phillies,6,Philadelphia Phillies,New York Mets,6,2
2026-06-22,824261,3,New York Yankees,Detroit Tigers,5,Detroit Tigers,New York Yankees,5,3
2026-06-22,822964,2,Kansas City Royals,Tampa Bay Rays,1,Kansas City Royals,Tampa Bay Rays,2,1
2026-06-22,823851,4,Texas Rangers,Miami Marlins,3,Texas Rangers,Miami Marlins,4,3
2026-06-22,822720,1,Philadelphia Phillies,Washington Nationals,4,Washington Nationals,Philadelphia Phillies,4,1
2026-06-22,822800,2,Houston Astros,Toronto Blue Jays,4,Toronto Blue Jays,Houston Astros,4,2
2026-06-22,824502,2,Milwaukee Brewers,Cincinnati Reds,1,Milwaukee Brewers,Cincinnati Reds,2,1
2026-06-22,823692,2,Los Angeles Dodgers,Minnesota Twins,1,Los Angeles Dodgers,Minnesota Twins,2,1
2026-06-22,824585,5,Cleveland Guardians,Chicago White Sox,6,Chicago White Sox,Cleveland Guardians,6,5
2026-06-22,823040,2,Arizona Diamondbacks,St. Louis Cardinals,3,St. Louis Cardinals,Arizona Diamondbacks,3,2
2026-06-22,824344,2,Boston Red Sox,Colorado Rockies,3,Colorado Rockies,Boston Red Sox,3,2
2026-06-22,824016,6,Baltimore Orioles,Los Angeles Angels,1,Baltimore Orioles,Los Angeles Angels,6,1
2026-06-22,823288,0,Atlanta Braves,San Diego Padres,1,San Diego Padres,Atlanta Braves,1,0
2026-06-23,822799,9,Houston Astros,Toronto Blue Jays,7,Houston Astros,Toronto Blue Jays,9,7
2026-06-23,823365,3,Seattle Mariners,Pittsburgh Pirates,2,Seattle Mariners,Pittsburgh Pirates,3,2
2026-06-23,822963,12,Kansas City Royals,Tampa Bay Rays,5,Kansas City Royals,Tampa Bay Rays,12,5
2026-06-23,823849,4,Texas Rangers,Miami Marlins,6,Miami Marlins,Texas Rangers,6,4
2026-06-23,824262,4,New York Yankees,Detroit Tigers,3,New York Yankees,Detroit Tigers,4,3
2026-06-23,822718,14,Philadelphia Phillies,Washington Nationals,9,Philadelphia Phillies,Washington Nationals,14,9
2026-06-23,823614,9,Chicago Cubs,New York Mets,6,Chicago Cubs,New York Mets,9,6
2026-06-23,824501,2,Milwaukee Brewers,Cincinnati Reds,0,Milwaukee Brewers,Cincinnati Reds,2,0
2026-06-23,823690,12,Los Angeles Dodgers,Minnesota Twins,3,Los Angeles Dodgers,Minnesota Twins,12,3
2026-06-23,824584,1,Cleveland Guardians,Chicago White Sox,2,Chicago White Sox,Cleveland Guardians,2,1
2026-06-23,823043,4,Arizona Diamondbacks,St. Louis Cardinals,3,Arizona Diamondbacks,St. Louis Cardinals,4,3
2026-06-23,824340,5,Boston Red Sox,Colorado Rockies,2,Boston Red Sox,Colorado Rockies,5,2
2026-06-23,824017,1,Baltimore Orioles,Los Angeles Angels,5,Los Angeles Angels,Baltimore Orioles,5,1
2026-06-23,823286,6,Atlanta Braves,San Diego Padres,7,San Diego Padres,Atlanta Braves,7,6
2026-06-23,823210,1,Athletics,San Francisco Giants,3,San Francisco Giants,Athletics,3,1
2026-06-24,823850,2,Texas Rangers,Miami Marlins,4,Miami Marlins,Texas Rangers,4,2
2026-06-24,823613,10,Chicago Cubs,New York Mets,3,Chicago Cubs,New York Mets,10,3
2026-06-24,823611,10,Chicago Cubs,New York Mets,5,Chicago Cubs,New York Mets,10,5
2026-06-24,824583,4,Cleveland Guardians,Chicago White Sox,3,Cleveland Guardians,Chicago White Sox,4,3
2026-06-24,824341,6,Boston Red Sox,Colorado Rockies,8,Colorado Rockies,Boston Red Sox,8,6
2026-06-24,824018,6,Baltimore Orioles,Los Angeles Angels,7,Los Angeles Angels,Baltimore Orioles,7,6
2026-06-24,823367,1,Seattle Mariners,Pittsburgh Pirates,11,Pittsburgh Pirates,Seattle Mariners,11,1
2026-06-24,822965,3,Kansas City Royals,Tampa Bay Rays,5,Tampa Bay Rays,Kansas City Royals,5,3
2026-06-24,824259,4,New York Yankees,Detroit Tigers,2,New York Yankees,Detroit Tigers,4,2
2026-06-24,822719,5,Philadelphia Phillies,Washington Nationals,4,Philadelphia Phillies,Washington Nationals,5,4
2026-06-24,822798,3,Houston Astros,Toronto Blue Jays,1,Houston Astros,Toronto Blue Jays,3,1
2026-06-24,824500,6,Milwaukee Brewers,Cincinnati Reds,5,Milwaukee Brewers,Cincinnati Reds,6,5
2026-06-24,823691,4,Los Angeles Dodgers,Minnesota Twins,3,Los Angeles Dodgers,Minnesota Twins,4,3
2026-06-24,823041,9,Arizona Diamondbacks,St. Louis Cardinals,4,Arizona Diamondbacks,St. Louis Cardinals,9,4
2026-06-24,823284,2,Atlanta Braves,San Diego Padres,5,San Diego Padres,Atlanta Braves,5,2
2026-06-24,823208,1,Athletics,San Francisco Giants,2,San Francisco Giants,Athletics,2,1
2026-06-25,822961,2,Kansas City Royals,Tampa Bay Rays,13,Tampa Bay Rays,Kansas City Royals,13,2
2026-06-25,823366,1,Seattle Mariners,Pittsburgh Pirates,5,Pittsburgh Pirates,Seattle Mariners,5,1
2026-06-25,823209,9,Athletics,San Francisco Giants,6,Athletics,San Francisco Giants,9,6
2026-06-25,824258,2,Houston Astros,Detroit Tigers,1,Houston Astros,Detroit Tigers,2,1
2026-06-25,822717,10,Philadelphia Phillies,Washington Nationals,5,Philadelphia Phillies,Washington Nationals,10,5
2026-06-25,822797,6,Texas Rangers,Toronto Blue Jays,5,Texas Rangers,Toronto Blue Jays,6,5
2026-06-25,823612,4,Chicago Cubs,New York Mets,3,Chicago Cubs,New York Mets,4,3
2026-06-25,824747,3,New York Yankees,Boston Red Sox,6,Boston Red Sox,New York Yankees,6,3
2026-06-26,824255,0,Houston Astros,Detroit Tigers,8,Detroit Tigers,Houston Astros,8,0
2026-06-26,823363,6,Cincinnati Reds,Pittsburgh Pirates,4,Cincinnati Reds,Pittsburgh Pirates,6,4
2026-06-26,824824,1,Washington Nationals,Baltimore Orioles,3,Baltimore Orioles,Washington Nationals,3,1
2026-06-26,822796,5,Texas Rangers,Toronto Blue Jays,4,Texas Rangers,Toronto Blue Jays,5,4
2026-06-26,824423,3,Seattle Mariners,Cleveland Guardians,1,Seattle Mariners,Cleveland Guardians,3,1
2026-06-26,822962,1,Arizona Diamondbacks,Tampa Bay Rays,6,Tampa Bay Rays,Arizona Diamondbacks,6,1
2026-06-26,823610,2,Philadelphia Phillies,New York Mets,1,Philadelphia Phillies,New York Mets,2,1
2026-06-26,824743,1,New York Yankees,Boston Red Sox,6,Boston Red Sox,New York Yankees,6,1
2026-06-26,824582,1,Kansas City Royals,Chicago White Sox,22,Chicago White Sox,Kansas City Royals,22,1
2026-06-26,823773,2,Chicago Cubs,Milwaukee Brewers,6,Milwaukee Brewers,Chicago Cubs,6,2
2026-06-26,823688,8,Colorado Rockies,Minnesota Twins,9,Minnesota Twins,Colorado Rockies,9,8
2026-06-26,823039,4,Miami Marlins,St. Louis Cardinals,0,Miami Marlins,St. Louis Cardinals,4,0
2026-06-26,824014,9,Athletics,Los Angeles Angels,3,Athletics,Los Angeles Angels,9,3
2026-06-26,823285,1,Los Angeles Dodgers,San Diego Padres,7,San Diego Padres,Los Angeles Dodgers,7,1
2026-06-26,823206,3,Atlanta Braves,San Francisco Giants,1,Atlanta Braves,San Francisco Giants,3,1
2026-06-27,824257,8,Houston Astros,Detroit Tigers,6,Houston Astros,Detroit Tigers,8,6
2026-06-27,824745,1,New York Yankees,Boston Red Sox,4,Boston Red Sox,New York Yankees,4,1
2026-06-27,822794,7,Texas Rangers,Toronto Blue Jays,4,Texas Rangers,Toronto Blue Jays,7,4
2026-06-27,823364,9,Cincinnati Reds,Pittsburgh Pirates,7,Cincinnati Reds,Pittsburgh Pirates,9,7
2026-06-27,823609,2,Philadelphia Phillies,New York Mets,6,New York Mets,Philadelphia Phillies,6,2
2026-06-27,824581,1,Kansas City Royals,Chicago White Sox,2,Chicago White Sox,Kansas City Royals,2,1
2026-06-27,822960,2,Arizona Diamondbacks,Tampa Bay Rays,4,Tampa Bay Rays,Arizona Diamondbacks,4,2
2026-06-27,824825,4,Washington Nationals,Baltimore Orioles,3,Washington Nationals,Baltimore Orioles,4,3
2026-06-27,824421,3,Seattle Mariners,Cleveland Guardians,4,Cleveland Guardians,Seattle Mariners,4,3
2026-06-27,823689,8,Colorado Rockies,Minnesota Twins,5,Colorado Rockies,Minnesota Twins,8,5
2026-06-27,823770,8,Chicago Cubs,Milwaukee Brewers,2,Chicago Cubs,Milwaukee Brewers,8,2
2026-06-27,823038,5,Miami Marlins,St. Louis Cardinals,1,Miami Marlins,St. Louis Cardinals,5,1
2026-06-27,823283,15,Los Angeles Dodgers,San Diego Padres,3,Los Angeles Dodgers,San Diego Padres,15,3
2026-06-27,823207,0,Atlanta Braves,San Francisco Giants,5,San Francisco Giants,Atlanta Braves,5,0
2026-06-27,824015,2,Athletics,Los Angeles Angels,5,Los Angeles Angels,Athletics,5,2
2026-06-28,824821,6,Washington Nationals,Baltimore Orioles,4,Washington Nationals,Baltimore Orioles,6,4
2026-06-28,823362,4,Cincinnati Reds,Pittsburgh Pirates,9,Pittsburgh Pirates,Cincinnati Reds,9,4
2026-06-28,822795,3,Texas Rangers,Toronto Blue Jays,2,Texas Rangers,Toronto Blue Jays,3,2
2026-06-28,824256,7,Houston Astros,Detroit Tigers,5,Houston Astros,Detroit Tigers,7,5
2026-06-28,824422,5,Seattle Mariners,Cleveland Guardians,6,Cleveland Guardians,Seattle Mariners,6,5
2026-06-28,822959,1,Arizona Diamondbacks,Tampa Bay Rays,5,Tampa Bay Rays,Arizona Diamondbacks,5,1
2026-06-28,823608,5,Philadelphia Phillies,New York Mets,4,Philadelphia Phillies,New York Mets,5,4
2026-06-28,823686,2,Colorado Rockies,Minnesota Twins,3,Minnesota Twins,Colorado Rockies,3,2
2026-06-28,824580,5,Kansas City Royals,Chicago White Sox,4,Kansas City Royals,Chicago White Sox,5,4
2026-06-28,823769,4,Chicago Cubs,Milwaukee Brewers,3,Chicago Cubs,Milwaukee Brewers,4,3
2026-06-28,823037,1,Miami Marlins,St. Louis Cardinals,2,St. Louis Cardinals,Miami Marlins,2,1
2026-06-28,824011,1,Athletics,Los Angeles Angels,4,Los Angeles Angels,Athletics,4,1
2026-06-28,823204,2,Atlanta Braves,San Francisco Giants,3,San Francisco Giants,Atlanta Braves,3,2
2026-06-28,823281,4,Los Angeles Dodgers,San Diego Padres,2,Los Angeles Dodgers,San Diego Padres,4,2
2026-06-28,824744,4,New York Yankees,Boston Red Sox,5,Boston Red Sox,New York Yankees,5,4
2026-06-29,824822,8,Chicago White Sox,Baltimore Orioles,2,Chicago White Sox,Baltimore Orioles,8,2
2026-06-29,823444,11,Pittsburgh Pirates,Philadelphia Phillies,7,Pittsburgh Pirates,Philadelphia Phillies,11,7
2026-06-29,823529,7,Detroit Tigers,New York Yankees,3,Detroit Tigers,New York Yankees,7,3
2026-06-29,822792,1,New York Mets,Toronto Blue Jays,2,Toronto Blue Jays,New York Mets,2,1
2026-06-29,824741,3,Washington Nationals,Boston Red Sox,6,Boston Red Sox,Washington Nationals,6,3
2026-06-29,824420,6,Texas Rangers,Cleveland Guardians,3,Texas Rangers,Cleveland Guardians,6,3
2026-06-29,823771,3,Cincinnati Reds,Milwaukee Brewers,5,Milwaukee Brewers,Cincinnati Reds,5,3
2026-06-29,824662,2,San Diego Padres,Chicago Cubs,3,Chicago Cubs,San Diego Padres,3,2
2026-06-29,824176,5,Minnesota Twins,Houston Astros,4,Minnesota Twins,Houston Astros,5,4
2026-06-29,824339,10,Miami Marlins,Colorado Rockies,7,Miami Marlins,Colorado Rockies,10,7
2026-06-29,824986,9,Los Angeles Dodgers,Athletics,4,Los Angeles Dodgers,Athletics,9,4
2026-06-29,823121,2,Los Angeles Angels,Seattle Mariners,6,Seattle Mariners,Los Angeles Angels,6,2
2026-06-29,825065,4,San Francisco Giants,Arizona Diamondbacks,5,Arizona Diamondbacks,San Francisco Giants,5,4
